CNPJ emit.;Emitente;No.;Data Emissão;Valor NF;Data Registro;Créditos;Situação do Crédito
12.290.187/0001-94;MARIA JUDITE GANZERLA FAUSTINO 00892529857;35523;15/09/2018;52,32;15/09/2018;1,84;Liberado
12.290.187/0001-94;MARIA JUDITE GANZERLA FAUSTINO 00892529857;35522;15/09/2018;76,81;15/09/2018;2,71;Liberado
06.057.223/0347-42;SENDAS DISTRIBUIDORA S A;42660;15/09/2018;131,51;15/09/2018;0;Liberado
12.290.187/0001-94;MARIA JUDITE GANZERLA FAUSTINO 00892529857;35521;15/09/2018;45,05;15/09/2018;1,59;Liberado
06.057.223/0347-42;SENDAS DISTRIBUIDORA S A;42659;15/09/2018;1499,29;15/09/2018;0;Liberado
12.290.187/0001-94;MARIA JUDITE GANZERLA FAUSTINO 00892529857;35518;15/09/2018;35,85;15/09/2018;1,26;Liberado
12.290.187/0001-94;MARIA JUDITE GANZERLA FAUSTINO 00892529857;35519;15/09/2018;46,49;15/09/2018;1,64;Liberado
12.290.187/0001-94;MARIA JUDITE GANZERLA FAUSTINO 00892529857;35517;15/09/2018;45,25;15/09/2018;1,59;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;483;15/09/2018;150;15/09/2018;0,34;Liberado
47.960.950/0523-50;MAGAZINE LUIZA S/A;128314;15/09/2018;660;15/09/2018;0;Liberado
12.290.187/0001-94;MARIA JUDITE GANZERLA FAUSTINO 00892529857;35516;15/09/2018;15;15/09/2018;0,52;Liberado
12.290.187/0001-94;MARIA JUDITE GANZERLA FAUSTINO 00892529857;35515;15/09/2018;66,27;15/09/2018;2,33;Liberado
12.290.187/0001-94;MARIA JUDITE GANZERLA FAUSTINO 00892529857;35514;15/09/2018;54,84;15/09/2018;1,93;Liberado
12.290.187/0001-94;MARIA JUDITE GANZERLA FAUSTINO 00892529857;35513;15/09/2018;63,21;15/09/2018;2,23;Liberado
47.960.950/0523-50;MAGAZINE LUIZA S/A;128310;15/09/2018;1139,6;15/09/2018;0;Liberado
03.476.811/0344-80;DIA BRASIL SOCIEDADE LIMITADA;28514;15/09/2018;397,81;15/09/2018;2,79;Liberado
13.239.440/0001-48;CHURRASCARIA VITAL BRASIL LTDA - EPP;137605;15/09/2018;57,53;08/10/2018;39,18;Liberado
60.456.407/0017-17;CASA BAYARD ARTIGOS PARA ESPORTES LTDA;125046;15/09/2018;119,9;08/10/2018;8,99;Liberado
08.885.276/0001-06;PEROLA DO BROOKLIN PADARIA LTDA - EPP;113762;15/09/2018;37,3;24/09/2018;2,79;Liberado
47.508.411/0181-01;ECIA BRASILEIRA DE DISTRIBUICAO F;71129;15/09/2018;252,87;16/09/2018;16,99;Liberado
61.412.110/0286-70;DROGARIA SAO PAULO S A;73988;14/09/2018;242,37;14/09/2018;0;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;478;14/09/2018;50;14/09/2018;0,11;Liberado
28.240.921/0001-40;EMPORIO TRACAM EIRELI ME;54554;14/09/2018;6,99;14/09/2018;0,1;Liberado
22.245.301/0001-18;TPC COMERCIO DE PRODUTOS ALIMENTICIOS EIRELI;70730;14/09/2018;23;14/09/2018;162,72;Liberado
61.412.110/0065-10;DROGARIA SAO PAULO S A;5359;14/09/2018;162,82;14/09/2018;0;Liberado
26.643.321/0001-06;JS RAMALHO COMERCIO DE CALCADOS LTDA;31446;14/09/2018;375;14/09/2018;257;Liberado
62.480.041/0001-80;AUTO POSTO PARELHEIROS LTDA;74230;14/09/2018;100,03;14/09/2018;0;Liberado
12.290.187/0001-94;MARIA JUDITE GANZERLA FAUSTINO 00892529857;35480;14/09/2018;25,22;14/09/2018;0,89;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;475;14/09/2018;350;14/09/2018;0,79;Liberado
42.274.696/0008-60;ADIDAS DO BRASIL LTDA;9280;14/09/2018;709,96;14/09/2018;257;Liberado
07.399.410/0001-04;HORTIFRUTI PAVAO DE OURO E MERCEARIA LTDA;24239;14/09/2018;46,77;14/09/2018;0,6;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA;107995;14/09/2018;494,4;14/09/2018;52,24;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA;107994;14/09/2018;125,69;14/09/2018;13,28;Liberado
17.188.584/0001-73;DROGARIA ECONOMICA POPULAR LESTE EIRELI;68456;14/09/2018;8,97;14/09/2018;0;Liberado
61.267.019/0001-93;PADARIA E CONFEITARIA FAMALICENSE LTDA - EPP;1104;14/09/2018;122;14/09/2018;0;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA - 1;31944;14/09/2018;494,4;14/09/2018;0;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA - 1;31945;14/09/2018;125,69;14/09/2018;0;Liberado
67.248.500/0001-18;LOJAO DOS PRESENTES LTDA - ME;5517;14/09/2018;22,5;10/10/2018;0,02;Liberado
02.549.955/0001-28;NOVA OPCAO GRILL BAR E RESTAURANTE EIREL;37485;14/09/2018;38,75;01/10/2018;6,58;Liberado
14.313.603/0001-58;PREDEBON GRILL    ;106894;14/09/2018;43,54;12/11/2018;0;Liberado
62.545.579/0008-00;CARREFOUR COM E IND LTDA;51864;13/09/2018;10,5;13/09/2018;0,59;Liberado
61.585.865/1715-50;RAIA DROGASIL S A;34259;13/09/2018;5,39;13/09/2018;0,35;Liberado
45.543.915/0817-50;CARREFOUR COM. E IND. LTDA;3449;13/09/2018;22,75;13/09/2018;0;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;47948;13/09/2018;100,85;13/09/2018;0,04;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;47947;13/09/2018;147,15;13/09/2018;0,07;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;47946;13/09/2018;80,1;13/09/2018;0,03;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;47945;13/09/2018;36,4;13/09/2018;0,01;Liberado
03.476.811/0344-80;DIA BRASIL SOCIEDADE LIMITADA;13289;13/09/2018;150,66;13/09/2018;1,05;Liberado
45.543.915/0817-50;CARREFOUR COM. E IND. LTDA;11208;13/09/2018;31,85;13/09/2018;0;Liberado
23.323.743/0001-06;SAUVA DOCES LTDA ME;243368;13/09/2018;7,58;13/09/2018;0,01;Liberado
21.132.232/0002-54;DOCERIA IRMAS COGO LTDA;26890;13/09/2018;25,9;13/09/2018;0;Liberado
13.314.684/0001-48;FOLLY MODA INTIMA LTDA ME;2326;13/09/2018;543,3;13/09/2018;0;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;470;13/09/2018;200;13/09/2018;0,45;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;47941;13/09/2018;20,9;13/09/2018;0,01;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;47940;13/09/2018;19,25;13/09/2018;0;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;47939;13/09/2018;15,29;13/09/2018;0;Liberado
61.585.865/0236-07;RAIA DROGASIL S A;119618;13/09/2018;115,18;13/09/2018;7,61;Liberado
71.676.316/0008-12;SUPERMERCADOS MAMBO LTDA;135664;13/09/2018;2,5;13/09/2018;0,18;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132803;13/09/2018;1,5;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146562;13/09/2018;6,4;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146561;13/09/2018;10,85;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132802;13/09/2018;5,4;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146559;13/09/2018;11,4;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132801;13/09/2018;14,79;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132798;13/09/2018;4,4;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146556;13/09/2018;7,05;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132797;13/09/2018;9,42;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132796;13/09/2018;8,5;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146555;13/09/2018;3,6;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146554;13/09/2018;6,2;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132795;13/09/2018;6,95;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132793;13/09/2018;9,6;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146553;13/09/2018;3,95;13/09/2018;0;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;47933;13/09/2018;13,4;13/09/2018;0;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;47932;13/09/2018;10,9;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146551;13/09/2018;8,6;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146550;13/09/2018;15,2;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132790;13/09/2018;2,2;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146549;13/09/2018;2,8;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146548;13/09/2018;1,65;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132788;13/09/2018;2,04;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132786;13/09/2018;7,5;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132787;13/09/2018;14,85;13/09/2018;0;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;47931;13/09/2018;8;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132784;13/09/2018;3,6;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132783;13/09/2018;21,09;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132782;13/09/2018;13,54;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132781;13/09/2018;21,6;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132778;13/09/2018;6,48;13/09/2018;0;Liberado
05.775.632/0001-40;CVI COMERCIO DE ARTIGOS PARA TAPECARIA LTDA -;2069;13/09/2018;1127,19;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132777;13/09/2018;7,68;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132776;13/09/2018;12;13/09/2018;0;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;47929;13/09/2018;24,3;13/09/2018;0,01;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;47928;13/09/2018;8;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146540;13/09/2018;14,34;13/09/2018;0;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;47927;13/09/2018;5,3;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146538;13/09/2018;4,5;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146537;13/09/2018;11,75;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146536;13/09/2018;13,2;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146534;13/09/2018;17,1;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146527;13/09/2018;3,79;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146526;13/09/2018;1,44;13/09/2018;0;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;468;13/09/2018;60;13/09/2018;0,13;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146525;13/09/2018;8,25;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132762;13/09/2018;98,69;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146522;13/09/2018;4;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132759;13/09/2018;9,82;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132757;13/09/2018;18,4;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132756;13/09/2018;1,32;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146519;13/09/2018;2,22;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146518;13/09/2018;4,9;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132755;13/09/2018;7,25;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132753;13/09/2018;6,48;13/09/2018;0;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;47926;13/09/2018;5,5;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132751;13/09/2018;4,1;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132750;13/09/2018;10,7;13/09/2018;0;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;47925;13/09/2018;5,3;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132749;13/09/2018;14,88;13/09/2018;0;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;47924;13/09/2018;14,3;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146513;13/09/2018;6;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132747;13/09/2018;4,98;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146509;13/09/2018;3,6;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132745;13/09/2018;67,35;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146507;13/09/2018;7;13/09/2018;0;Liberado
47.508.411/0288-32;COMPANHIA BRASILEIRA DE DISTRIBUICAO;171504;13/09/2018;137,54;13/09/2018;10,31;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146506;13/09/2018;4,2;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146504;13/09/2018;6;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146505;13/09/2018;15,68;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146502;13/09/2018;36,98;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146501;13/09/2018;4,02;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146500;13/09/2018;20,15;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132741;13/09/2018;5;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132740;13/09/2018;2;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132739;13/09/2018;6;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132738;13/09/2018;3;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132736;13/09/2018;12,95;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132737;13/09/2018;1,7;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132735;13/09/2018;8,85;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132734;13/09/2018;12,72;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146496;13/09/2018;1,5;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132731;13/09/2018;1,5;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132732;13/09/2018;8,64;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132726;13/09/2018;7,08;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132722;13/09/2018;23,19;13/09/2018;0;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;47918;13/09/2018;29,59;13/09/2018;0,01;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132720;13/09/2018;15,5;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146489;13/09/2018;5,18;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132718;13/09/2018;15,4;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132716;13/09/2018;6,6;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132717;13/09/2018;4,5;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146487;13/09/2018;8;13/09/2018;0;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;47917;13/09/2018;26,3;13/09/2018;0,01;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132715;13/09/2018;9,95;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;137956;13/09/2018;12;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146482;13/09/2018;6,6;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132713;13/09/2018;10,94;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146481;13/09/2018;17,1;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132711;13/09/2018;14,04;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132712;13/09/2018;11,92;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132710;13/09/2018;3;13/09/2018;0;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;47916;13/09/2018;19,25;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132708;13/09/2018;44,2;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146478;13/09/2018;8,28;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146476;13/09/2018;2;13/09/2018;0;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;47914;13/09/2018;7,5;13/09/2018;0;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;47915;13/09/2018;8;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132706;13/09/2018;14,8;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132707;13/09/2018;4,4;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132705;13/09/2018;43,3;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146473;13/09/2018;15,08;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146470;13/09/2018;5,8;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146469;13/09/2018;0,66;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132697;13/09/2018;5,54;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146466;13/09/2018;2,88;13/09/2018;0;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;47913;13/09/2018;5,3;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132695;13/09/2018;9;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132694;13/09/2018;4,85;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146463;13/09/2018;2,64;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132693;13/09/2018;8,94;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132692;13/09/2018;26,8;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132691;13/09/2018;1,9;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146462;13/09/2018;4,8;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146461;13/09/2018;2,15;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132690;13/09/2018;20;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146459;13/09/2018;18;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146460;13/09/2018;2;13/09/2018;0;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;47911;13/09/2018;7,5;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146457;13/09/2018;8;13/09/2018;0;Liberado
61.585.865/1598-51;RAIA DROGASIL S A;44004;13/09/2018;139,77;13/09/2018;5,15;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132686;13/09/2018;2,76;13/09/2018;0;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA;128131;13/09/2018;374,63;13/09/2018;39,58;Liberado
47.508.411/0288-32;COMPANHIA BRASILEIRA DE DISTRIBUICAO;76496;13/09/2018;11,92;13/09/2018;0,89;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146454;13/09/2018;4,43;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146453;13/09/2018;4;13/09/2018;0;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;47909;13/09/2018;35,2;13/09/2018;0,01;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132685;13/09/2018;5,55;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132684;13/09/2018;2,1;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132682;13/09/2018;12,6;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146451;13/09/2018;2,79;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132680;13/09/2018;4;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132681;13/09/2018;2,8;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146449;13/09/2018;10,77;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132678;13/09/2018;5,31;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;132677;13/09/2018;24;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146448;13/09/2018;3,99;13/09/2018;0;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;47907;13/09/2018;18,9;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146444;13/09/2018;8,99;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;137952;13/09/2018;6,96;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;137950;13/09/2018;14,58;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;137948;13/09/2018;2,8;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146438;13/09/2018;2,1;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146436;13/09/2018;2,1;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146437;13/09/2018;1,5;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146435;13/09/2018;2,15;13/09/2018;0;Liberado
43.805.738/0001-39;DISTRIBUIDORA DE VIDROS PAULISTA LTDA;44666;13/09/2018;373,7;13/09/2018;0;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;47905;13/09/2018;5,3;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146424;13/09/2018;58,39;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146419;13/09/2018;2;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146417;13/09/2018;2,04;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146418;13/09/2018;4;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146416;13/09/2018;1,3;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146413;13/09/2018;19,78;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146410;13/09/2018;13,1;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146411;13/09/2018;20,2;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146408;13/09/2018;1,5;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146407;13/09/2018;4;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146406;13/09/2018;4;13/09/2018;0;Liberado
71.409.049/0001-40;A PADUA SARTORI e IRMAOS LTDA;146405;13/09/2018;11,31;13/09/2018;0;Liberado
