CNPJ emit.;Emitente;No.;Data Emissão;Valor NF;Data Registro;Créditos;Situação do Crédito
08.200.314/0003-01;PETCOM COMERCIO DE PRODUTOS PARA ANIMAIS EIRELI;64111;21/12/2018;14,85;21/12/2018;0,83;Liberado
48.076.228/0014-06;ARMARINHOS FERNANDO LTDA;9002;21/12/2018;243,49;21/12/2018;226,3;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA;75010;21/12/2018;126,65;21/12/2018;72,12;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;1250;21/12/2018;150;21/12/2018;0,3;Liberado
05.317.306/0001-90;HELENA TIYOKO SAKATA HATANO-ME;157;21/12/2018;143,8;21/12/2018;0;Liberado
03.476.811/0886-52;DIA BRASIL SOCIEDADE LIMITADA;227;21/12/2018;110,6;21/12/2018;0;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;1249;21/12/2018;180;21/12/2018;0,36;Liberado
07.611.230/0001-36;M C AFONSO COMERCIO DE PAES E DOCES LTDA;369718;21/12/2018;29,6;21/12/2018;5,51;Liberado
67.389.718/0001-92;GIULIANA COM. DE FLORES E ARRANJOS LTDA ME;2949289;21/12/2018;0;21/12/2018;0;Liberado
67.389.718/0001-92;GIULIANA COM. DE FLORES E ARRANJOS LTDA ME;2949288;21/12/2018;249,15;21/12/2018;0;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA - 1;33705;21/12/2018;126,65;21/12/2018;0;Liberado
66.825.670/0001-55;KUCHOS DISTR P ALIMENTOS LTDA;483911;21/12/2018;103,63;22/12/2018;0;Liberado
61.325.700/0001-40;SUPERMERCADO PEPE;383570;21/12/2018;226,54;22/12/2018;198,07;Liberado
17.776.353/0002-61;ABELLE PERFUMARIA E COSMETICOS LTDA.;62273;21/12/2018;39,8;03/01/2019;14,95;Liberado
61.585.865/1289-72;RAIADROGASIL S.A.;221388;21/12/2018;130,97;23/01/2019;18,68;Liberado
62.176.763/0001-45;IRM?OS KUROBA LTDA;33897;21/12/2018;12,95;26/02/2019;5,87;Liberado
58.314.931/0001-44;AUTO POSTO LAR SAO PAULO LTDA;71727;20/12/2018;192,35;20/12/2018;91,96;Liberado
29.767.899/0001-54;AUTO POSTO S3 AICAS LTDA;58171;20/12/2018;141,59;20/12/2018;0;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;1247;20/12/2018;50;21/12/2018;0,1;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;1246;20/12/2018;140;21/12/2018;0,28;Liberado
47.674.429/0003-90;ELETRICA COMERCIAL  ANDRA LTDA;824245;20/12/2018;3222,32;20/12/2018;0;Liberado
47.674.429/0003-90;ELETRICA COMERCIAL  ANDRA LTDA;824235;20/12/2018;2653,16;20/12/2018;0;Liberado
43.283.811/0032-56;Kalunga Comercio Industria Grafica Ltda;325050;20/12/2018;18,2;20/12/2018;0;Liberado
02.470.909/0001-39;ELETRICA MIGLIANO LTDA;2088;20/12/2018;30,5;20/12/2018;0;Liberado
74.513.706/0001-93;FREDERICO VEGIATO DOMINGUES;7836;20/12/2018;124;20/12/2018;6,01;Liberado
15.336.512/0001-09;ROTISSERIE E CASA DE CARNES LIMAC 02 LTDA ME;41149;20/12/2018;68,86;20/12/2018;5,16;Liberado
65.833.410/0001-69;BRASLIMPO COMERCIAL LTDA;473457;20/12/2018;1131;20/12/2018;0;Liberado
06.015.862/0001-74;LUBNA PATRICIA T I M ABDALLAH CONFECCOES ME;15776;20/12/2018;497;20/12/2018;0;Liberado
28.240.921/0001-40;EMPORIO TRACAM EIRELI ME;67806;20/12/2018;95,49;20/12/2018;0;Liberado
30.442.623/0001-85;AUGUSTO E BORIM ROUPAS E MODAS LTDA;1253;20/12/2018;99,99;20/12/2018;0;Liberado
24.276.833/0014-62;NATURA COMERCIAL LTDA;16008;20/12/2018;49,5;20/12/2018;1,01;Liberado
78.876.950/0052-11;CIA HERING;8165;20/12/2018;119,99;20/12/2018;257;Liberado
78.876.950/0052-11;CIA HERING;8163;20/12/2018;139,98;20/12/2018;257;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;1234;20/12/2018;60;20/12/2018;0,12;Liberado
12.211.725/0001-08;KINGSTAR COLCHOES LTDA;670732;20/12/2018;1485;20/12/2018;0;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;1231;20/12/2018;110;20/12/2018;0,22;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;1230;20/12/2018;50;20/12/2018;0,1;Liberado
02.916.265/0351-17;JBS S A;9951;20/12/2018;130,49;20/12/2018;0;Liberado
46.266.771/0007-11;CANON DO BRASIL INDUSTRIA E COMERCIO LTDA;713319;20/12/2018;503,44;20/12/2018;0;Liberado
61.325.700/0001-40;SUPERMERCADO PEPE;561935;20/12/2018;325,59;21/12/2018;257;Liberado
01.035.844/0001-30;CHURRASCARIA XV DE NOVEMBRO LTD;83438;20/12/2018;59,67;21/12/2018;6,35;Liberado
10.878.470/0001-06;Multicoisas;227121;20/12/2018;45,7;23/12/2018;1,37;Liberado
47.674.429/0003-90;ELETRICA COML ANDRA LT;824235;20/12/2018;2653,16;07/02/2019;0;Liberado
47.674.429/0003-90;ELETRICA COML ANDRA LT;824245;20/12/2018;3222,32;07/02/2019;0;Liberado
46.046.876/0001-70;L`0RSA;66738;20/12/2018;499,1;07/01/2019;0;Liberado
61.412.110/0083-00;DROGARIA SAO PAULO S A;125286;19/12/2018;12,89;19/12/2018;0;Liberado
47.508.411/0619-61;COMPANHIA BRASILEIRA DE DISTRIBUICAO;142795;19/12/2018;106,25;20/12/2018;0;Liberado
47.508.411/2085-71;COMPANHIA BRASILEIRA DE DISTRIBUICAO;108562;19/12/2018;7,66;19/12/2018;0;Liberado
10.194.833/0005-18;GIGA BR DISTRIBUIDOR E ATACADISTA LTDA;4806;19/12/2018;151,02;19/12/2018;0;Liberado
61.419.438/0001-01;ARTHUR COMERCIO DE CALCADOS E MAGAZINE EIRELI;3161;19/12/2018;89,9;19/12/2018;195,51;Liberado
47.508.411/0288-32;COMPANHIA BRASILEIRA DE DISTRIBUICAO;141226;19/12/2018;8,07;19/12/2018;0;Liberado
07.165.375/0001-50;FEDERZONI SERPA COMERCIO DE ALIMENTOS LTDA;480275;19/12/2018;156,19;19/12/2018;54,26;Liberado
10.290.557/0001-68;SALES EQUIP. E PROD. HIG. PROF. LTDA.;2710955;19/12/2018;812,09;19/12/2018;0;Liberado
10.290.557/0001-68;SALES EQUIP. E PROD. HIG. PROF. LTDA.;2710945;19/12/2018;1188,9;19/12/2018;0;Liberado
10.290.557/0001-68;SALES EQUIP. E PROD. HIG. PROF. LTDA.;2710913;19/12/2018;290,77;19/12/2018;0;Liberado
09.054.385/0222-02;INBRANDS S/A;90732;19/12/2018;538;19/12/2018;0;Liberado
33.200.056/0441-97;LOJAS RIACHUELO SA;1024974;19/12/2018;26,11;19/12/2018;0;Liberado
03.476.811/0344-80;DIA BRASIL SOCIEDADE LIMITADA;3960;19/12/2018;124,76;19/12/2018;1,07;Liberado
27.932.734/0001-65;SYNAPCOM COMERCIO ELETRONICO LTDA;234346;19/12/2018;171,8;19/12/2018;0;Liberado
10.557.748/0001-43;AUTO POSTO ROTA RADIAL LTDA;69610;19/12/2018;70;19/12/2018;0;Liberado
14.313.603/0001-58;PREDEBON GRILL    ;89808;19/12/2018;47,28;11/01/2019;11,29;Liberado
21.347.434/0001-32;TERRACO MORUMBI RESTAURANTE LTDA-;26543;19/12/2018;42,57;16/01/2019;0,59;Liberado
52.564.614/0002-80;CDBU DIST. DE BRINQUEDOS E UTILIDADES LT;313209;19/12/2018;23,77;03/01/2019;0,16;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;1221;18/12/2018;90;18/12/2018;0,18;Liberado
47.508.411/0002-37;COMPANHIA BRASILEIRA DE DISTRIBUICAO;9171;18/12/2018;6,65;18/12/2018;0;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;1218;18/12/2018;80;18/12/2018;0,16;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;1217;18/12/2018;80;18/12/2018;0,16;Liberado
60.458.247/0001-88;AUTO POSTO AJOMAR LTDA;68768;18/12/2018;202,2;18/12/2018;0;Liberado
59.546.515/0014-59;NIKE DO BRASIL COMERCIO E PARTICIPACOES LTDA;43188;18/12/2018;539,3;18/12/2018;0;Liberado
07.611.230/0001-36;M C AFONSO COMERCIO DE PAES E DOCES LTDA;360135;18/12/2018;36,45;21/12/2018;6,79;Liberado
27.139.720/0001-99;F e F RESTAURANTE LTDA;28498;18/12/2018;35,54;18/12/2018;9,96;Liberado
45.652.096/0001-00;SUPER FRIOS IBIRAPUERA COMERCIO DE FRIOS E LATICI;19181;18/12/2018;35,39;18/12/2018;0;Liberado
11.137.051/0328-94;INTERBELLE COMERCIO DE PRODUTOS DE BELEZA LTDA;19501;18/12/2018;312,5;18/12/2018;0;Liberado
15.436.940/0002-86;AMAZON SERVICOS DE VAREJO DO BRASIL LTDA;7171783;18/12/2018;43,7;18/12/2018;0;Liberado
05.827.569/0001-49;MARACH ALIMENTACAO LTDA ME;133012;18/12/2018;45,85;18/12/2018;8,58;Liberado
47.508.411/0161-50;COMPANHIA BRASILEIRA DE DISTRIBUICAO;21119;18/12/2018;81,37;18/12/2018;0;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA;103834;18/12/2018;67,12;18/12/2018;38,22;Liberado
20.827.246/0001-49;AG MODA INTIMA EIRELI;100773;18/12/2018;64,97;18/12/2018;0;Liberado
39.037.775/0001-77;IBIRAPUERA DOG S ALIMENTOS E ACESSORIOS PARA ANIM;15313;18/12/2018;101,2;18/12/2018;8,44;Liberado
47.508.411/1698-19;COMPANHIA BRASILEIRA DE DISTRIBUICAO;80340;18/12/2018;211,82;18/12/2018;0;Liberado
20.635.618/0001-35;ALEXANDRE FRASCARI - EPP;1340;18/12/2018;51,29;18/12/2018;0;Liberado
15.621.463/0003-00;NATURAL DA TERRA COMERCIO VAREJISTA HORTIFRUTTI L;152798;18/12/2018;747,92;18/12/2018;163,46;Liberado
61.549.259/0003-42;DROGARIA ONOFRE LTDA;109662;18/12/2018;9,96;18/12/2018;0;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA;75619;18/12/2018;114,48;18/12/2018;65,19;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA - 1;33637;18/12/2018;67,12;18/12/2018;0;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA - 1;33628;18/12/2018;114,48;18/12/2018;0;Liberado
05.584.980/0003-00;LION COMERCIO DE PERFUMES LTDA;110490;18/12/2018;57,6;03/01/2019;3,44;Liberado
61.585.865/1138-60;RAIADROGASIL S.A.;544585;18/12/2018;108,67;22/01/2019;23,2;Liberado
01.937.635/0034-40;SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S A;111523;17/12/2018;152,31;17/12/2018;191,08;Liberado
61.412.110/0286-70;DROGARIA SAO PAULO S A;38869;17/12/2018;156,69;17/12/2018;0;Liberado
02.120.337/0001-68;AFFONSO e CASTELLANO LTDA ME;566;17/12/2018;911,2;17/12/2018;0;Liberado
19.115.969/0002-17;SONY INTERACTIVE ENTERTAINMENT DO BRASIL COMERCIO;2713;17/12/2018;209;17/12/2018;0;Liberado
19.115.969/0002-17;SONY INTERACTIVE ENTERTAINMENT DO BRASIL COMERCIO;2714;17/12/2018;50;17/12/2018;0;Liberado
19.115.969/0002-17;SONY INTERACTIVE ENTERTAINMENT DO BRASIL COMERCIO;2715;17/12/2018;150;17/12/2018;0;Liberado
19.115.969/0002-17;SONY INTERACTIVE ENTERTAINMENT DO BRASIL COMERCIO;2716;17/12/2018;30;17/12/2018;0;Liberado
54.110.168/0001-89;CATARINA S SABATINI E CIA LTDA;147969;17/12/2018;113,05;17/12/2018;0,76;Liberado
51.718.443/0001-53;Papeis e Papelaria O Grande Sao Paulo;139;17/12/2018;702;17/12/2018;0;Liberado
51.718.443/0001-53;Papeis e Papelaria O Grande Sao Paulo;137;17/12/2018;1364;17/12/2018;0;Liberado
60.458.247/0001-88;AUTO POSTO AJOMAR LTDA;68638;17/12/2018;20;17/12/2018;0;Liberado
47.508.411/0938-12;COMPANHIA BRASILEIRA DE DISTRIBUICAO;120561;17/12/2018;526,45;17/12/2018;0;Liberado
02.952.485/0009-04;ZARA BRASIL LTDA;14693;17/12/2018;110;17/12/2018;155,27;Liberado
09.635.534/0001-69;SGCJ COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;4308;17/12/2018;18;17/12/2018;0,17;Liberado
68.949.379/0001-14;CALCADOS DOM POMPEU LTDA;23569;17/12/2018;204;17/12/2018;257;Liberado
23.458.546/0001-96;ROT.E AÇOUGUE BOI DA PRAÇA EIRELI EPP;1188;17/12/2018;375;17/12/2018;0;Liberado
13.574.594/0264-03;BK BRASIL OPERACAO E ASSESSORIA A RESTAURANTES S ;139656;17/12/2018;28,9;17/12/2018;0,19;Liberado
01.703.023/0001-25;NOVA VISAO JOIAS E PRESENTES LTDA;301;17/12/2018;164;17/12/2018;6,96;Liberado
46.266.771/0007-11;CANON DO BRASIL INDUSTRIA E COMERCIO LTDA;711759;17/12/2018;815,75;18/12/2018;0;Liberado
04.941.487/0001-68;DANI COMERCIO DE PERFUMES E COSMETICOS LTDA;9944;17/12/2018;133,4;17/12/2018;8,3;Liberado
71.676.316/0005-70;SUPERMERCADOS MAMBO LTDA.;195671;17/12/2018;247,5;17/12/2018;0;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;1207;17/12/2018;120;17/12/2018;0,24;Liberado
61.412.110/0286-70;DROGARIA SAO PAULO S A;88016;17/12/2018;29,12;17/12/2018;0;Liberado
20.548.209/0001-00;T MANIA COMERCIAL BRINQUEDOS LTDA;242532;17/12/2018;128,8;17/12/2018;0;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA;128176;17/12/2018;271,92;17/12/2018;154,84;Liberado
62.545.579/0008-00;CARREFOUR COM E IND LTDA;52558;17/12/2018;270,08;17/12/2018;47,46;Liberado
07.033.034/0001-21;LATICINIOS CAMANDUCAIA LTDA;363223;17/12/2018;59,28;17/12/2018;0;Liberado
05.636.425/0001-05;KILUS GRILL LTDA - EPP;37643;17/12/2018;49,7;18/12/2018;13,44;Liberado
61.412.110/0060-05;DROGARIA SAO PAULO S/A;502750;17/12/2018;426,05;18/12/2018;0;Liberado
00.912.737/0001-80;CAMAEL COMERCIAL LTDA;92530;17/12/2018;240,67;18/12/2018;26,73;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA - 1;33615;17/12/2018;271,92;17/12/2018;0;Liberado
20.375.316/0001-75;P.J.BOLIZAN BAR E RESTAURANTE LTDA;46534;17/12/2018;33,9;14/01/2019;63,42;Liberado
45.543.915/0230-41;CARREFOUR COM E IND LTDA;54478;16/12/2018;79,8;16/12/2018;0;Liberado
45.543.915/0615-63;CARREFOUR COMERCIO E INDUSTRIA LTDA;23048;16/12/2018;33,04;16/12/2018;0;Liberado
07.611.230/0001-36;M C AFONSO COMERCIO DE PAES E DOCES LTDA;359388;16/12/2018;23,35;21/12/2018;4,35;Liberado
13.783.221/0008-00;MADERO INDUSTRIA E COMERCIO S A;28826;16/12/2018;68;16/12/2018;70,33;Liberado
15.436.940/0002-86;AMAZON SERVICOS DE VAREJO DO BRASIL LTDA;7148749;16/12/2018;91;16/12/2018;0;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;1204;16/12/2018;180;17/12/2018;0,36;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;1202;16/12/2018;25;17/12/2018;0,05;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;1203;16/12/2018;70;17/12/2018;0,14;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;1201;16/12/2018;65;17/12/2018;0,13;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;1200;16/12/2018;80;17/12/2018;0,16;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;1199;16/12/2018;100;17/12/2018;0,2;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;1196;16/12/2018;180;17/12/2018;0,36;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;1197;16/12/2018;260;17/12/2018;0,52;Liberado
06.057.223/0264-80;SENDAS DISTRIBUIDORA S A;115716;16/12/2018;694,93;16/12/2018;0;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;1189;16/12/2018;180;16/12/2018;0,36;Liberado
07.033.034/0001-21;LATICINIOS CAMANDUCAIA LTDA;362434;16/12/2018;14,06;16/12/2018;0;Liberado
10.505.495/0001-64;ANDORRA COMERCIO DE ALIMENTOS EIRELI;21111;16/12/2018;30,52;16/12/2018;0;Liberado
02.543.945/0006-90;ULTRAFARMA SAUDE EIRELI - L2 (LOGISTICA);30081506;16/12/2018;114,36;16/12/2018;0;Liberado
56.991.441/0008-23;AVON COSMETICOS LTDA;123632136;16/12/2018;2065,93;17/12/2018;0;Liberado
11.137.051/0120-01;INTERBELLE COMERCIO DE PRODUTOS DE BELEZA LTDA;61502;15/12/2018;27,9;15/12/2018;0;Liberado
18.583.555/0001-79;ARIEL COMERCIO DE PRODUTOS DE CHOCOLATE EIRELI;154391;15/12/2018;89,9;15/12/2018;257;Liberado
11.950.487/0046-91;MILANO COMERCIO VAREJISTA DE ALIMENTOS S A;11211;15/12/2018;36;15/12/2018;0;Liberado
64.731.433/0009-57;PBKIDS BRINQUEDOS LTDA;29139;15/12/2018;159,97;15/12/2018;115,26;Liberado
17.261.661/0081-58;OUTBACK STEAKHOUSE RESTAURANTES BRASIL S A;133166;15/12/2018;163,68;15/12/2018;66,64;Liberado
06.347.409/0126-86;SBF COMERCIO DE PRODUTOS ESPORTIVOS LTDA;28110;15/12/2018;349,99;15/12/2018;0;Liberado
47.508.411/1032-06;COMPANHIA BRASILEIRA DE DISTRIBUICAO;77782;15/12/2018;7,98;15/12/2018;0;Liberado
04.126.722/0002-29;A M A COMERCIO DE ALIMENTOS LTDA;346034;15/12/2018;41;15/12/2018;60,29;Liberado
07.984.267/0079-70;STARBUCKS BRASIL COMERCIO DE CAFES LTDA;143481;15/12/2018;23,25;15/12/2018;0;Liberado
74.554.833/0001-30;BLANC COMERCIO E IMPORTACAO LTDA;48197;15/12/2018;234,7;15/12/2018;0;Liberado
07.734.216/0001-20;MERCADO COUNTRY LTDA;33433;15/12/2018;100,25;15/12/2018;0,47;Liberado
61.099.834/0334-47;ARTHUR LUNDGREN TECIDOS S A CASAS PERNAMBUCANAS;27004;15/12/2018;15,99;15/12/2018;1,19;Liberado
07.611.230/0001-36;M C AFONSO COMERCIO DE PAES E DOCES LTDA;366910;15/12/2018;35,52;15/12/2018;6,61;Liberado
23.516.417/0001-07;HOUSE FOODS COMERCIO DE ALIMENTOS LTDA;114910;15/12/2018;57,8;15/12/2018;3,09;Liberado
07.770.528/0001-99;NICHI COMERCIO DE ALIMENTOS LTDA;260564;15/12/2018;365,8;15/12/2018;88,37;Liberado
62.647.045/0001-00;SUPERMERCADOS YAYA LT;299;15/12/2018;130,69;15/12/2018;28,59;Liberado
02.855.949/0004-41;DIAMANTE COMERCIO DE ALIMENTOS LTDA;240896;15/12/2018;16,5;15/12/2018;158,23;Liberado
43.283.811/0043-09;Kalunga Comercio e Industria Grafica Ltda;253096;15/12/2018;118,5;15/12/2018;0;Liberado
43.283.811/0043-09;KALUNGA COMERCIO E INDUSTRIA GRAFICA LTDA;166424;15/12/2018;118,5;15/12/2018;0;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;1181;15/12/2018;90;15/12/2018;0,18;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;1179;15/12/2018;170;15/12/2018;0,34;Liberado
06.985.479/0001-49;MISS DREAM CONFECCOES LTDA ME;1977;15/12/2018;69;15/12/2018;82,86;Liberado
13.377.852/0001-44;LISSA RAQUEL BRANQUINHO HONORATO ME;24463;15/12/2018;93,6;15/12/2018;84,59;Liberado
05.687.297/0001-29;CENTRO AUTOMOTIVO PASSARINHO LTDA;46810;15/12/2018;212,73;15/12/2018;0;Liberado
67.616.128/0002-36;MERCADINHO AYUMI LTDA;30858;15/12/2018;48,06;15/12/2018;3,6;Liberado
22.749.538/0001-36;COLINA VERDE CASA DE PAES;110268;15/12/2018;76,99;17/01/2019;1,56;Liberado
61.585.865/0225-54;RAIA DROGASIL S.A.;283682;15/12/2018;170,88;22/01/2019;24,28;Liberado
24.687.974/0001-53;DROGARIA CAMPEA POPULAR PERUS LTDA;63569;14/12/2018;66,99;14/12/2018;0;Liberado
60.475.407/0001-05;LARNO BAR E RESTAURANTE LTDA;8349;14/12/2018;291,54;14/12/2018;17,47;Liberado
13.318.683/0001-71;CITY PERUS COMERCIO DE CALCADOS EIRELI;25726;14/12/2018;49,99;14/12/2018;49,6;Liberado
61.585.865/0704-43;RAIA DROGASIL S A;48051;14/12/2018;46,54;14/12/2018;7,67;Liberado
47.508.411/0485-15;COMPANHIA BRASILEIRA DE DISTRIBUICAO;89425;14/12/2018;89,89;14/12/2018;0;Liberado
40.432.544/0034-05;CLARO S/A;10362;14/12/2018;587,61;14/12/2018;0;Liberado
23.458.546/0001-96;ROTISSERIA E ACOUGUE BOI DA PRACA EIRELI;205414;14/12/2018;17,33;14/12/2018;3,28;Liberado
23.458.546/0001-96;ROTISSERIA E ACOUGUE BOI DA PRACA EIRELI;205413;14/12/2018;1014,99;14/12/2018;192,15;Liberado
75.315.333/0057-63;ATACADAO S A;4019;14/12/2018;213,58;14/12/2018;257;Liberado
07.611.230/0001-36;M C AFONSO COMERCIO DE PAES E DOCES LTDA;366476;14/12/2018;33,36;14/12/2018;6,21;Liberado
01.273.052/0001-02;RED ROOF RESTAURANTES LTDA ME;64877;14/12/2018;43,31;14/12/2018;7,4;Liberado
75.315.333/0057-63;ATACADAO S A;170605;14/12/2018;605,57;14/12/2018;257;Liberado
24.151.234/0001-06;LARRE RESTAURANTE EIRELI;23187;14/12/2018;40,9;14/12/2018;31,28;Liberado
03.439.316/0034-30;CONSTRUDECOR S A;78303;14/12/2018;15,9;14/12/2018;84,21;Liberado
24.271.939/0001-59;WU LIN COMERCIO DE ALIMENTOS LTDA ME;12042;14/12/2018;15,99;14/12/2018;10,22;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;1172;14/12/2018;100;14/12/2018;0,2;Liberado
42.591.651/1891-65;ARCOS DOURADOS COMERCIO DE ALIMENTOS LTDA;11464;14/12/2018;34,9;14/12/2018;257;Liberado
67.616.128/0002-36;MERCADINHO AYUMI LTDA;135571;14/12/2018;61,75;14/12/2018;4,63;Liberado
23.458.546/0001-96;ROT.E AÇOUGUE BOI DA PRAÇA EIRELI EPP;1186;14/12/2018;1701;14/12/2018;0;Liberado
66.533.696/0001-20;HM SUPERMERCADOS LT;100783;14/12/2018;152,4;14/12/2018;47,56;Liberado
61.091.245/0001-66;Escovas Belem Ltda EPP;9666;14/12/2018;104;14/12/2018;0;Liberado
39.037.775/0001-77;IBIRAPUERA DOG S ALIMENTOS E ACESSORIOS PARA ANIM;15115;14/12/2018;117,4;14/12/2018;9,79;Liberado
07.611.230/0001-36;M C AFONSO COMERCIO DE PAES E DOCES LTDA;352774;14/12/2018;5,8;14/12/2018;1,08;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA;177583;14/12/2018;371,39;14/12/2018;211,48;Liberado
43.646.710/0001-04;AUTO POSTO CHU LT;10048;14/12/2018;284,94;14/12/2018;2,16;Liberado
45.652.096/0001-00;SUPER FRIOS IBIRAPUERA COMERCIO DE FRIOS E LATICI;18300;14/12/2018;85,09;14/12/2018;0;Liberado
28.238.037/0001-71;ED MODAS LTDA;8812;14/12/2018;36,98;14/12/2018;18,75;Liberado
61.585.865/0153-45;RAIA DROGASIL S.A.;269671;14/12/2018;108,7;22/01/2019;5,12;Liberado
61.585.865/1138-60;RAIADROGASIL S.A.;543171;14/12/2018;64,16;22/01/2019;13,7;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA - 1;33588;14/12/2018;371,39;14/12/2018;0;Liberado
45.242.914/0379-55;C&A MODAS LTDA (606-CDW);540619;14/12/2018;39,27;14/12/2018;0;Liberado
07.611.230/0001-36;M C AFONSO COMERCIO DE PAES E DOCES LTDA;358150;13/12/2018;25,03;13/12/2018;4,66;Liberado
60.437.647/0034-75;SILVA E BARBOSA COMERCIO DE ALIMENTOS LTDA;97088;13/12/2018;36,37;13/12/2018;2,72;Liberado
62.480.041/0001-80;AUTO POSTO PARELHEIROS LTDA;85197;13/12/2018;20;13/12/2018;0;Liberado
07.710.331/0001-64;SAWAYA COMERCIO DE ALIMENTOS EIRELI;45328;13/12/2018;67,24;13/12/2018;0;Liberado
62.480.041/0001-80;AUTO POSTO PARELHEIROS LTDA;85196;13/12/2018;60,02;13/12/2018;0;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;1170;13/12/2018;140;13/12/2018;0,28;Liberado
03.476.811/0344-80;DIA BRASIL SOCIEDADE LIMITADA;10615;13/12/2018;192,86;13/12/2018;1,65;Liberado
09.637.226/0001-72;DROGARIA LUROMA LTDA ME;13192;13/12/2018;148,65;13/12/2018;0;Liberado
47.508.411/0938-12;COMPANHIA BRASILEIRA DE DISTRIBUICAO;179668;13/12/2018;118,79;13/12/2018;0;Liberado
04.972.092/0016-09;GRUPO FARTURA DE HORTIFRUT S A;22800;13/12/2018;673,59;13/12/2018;257;Liberado
24.151.234/0001-06;LARRE RESTAURANTE EIRELI;23160;13/12/2018;36,07;13/12/2018;27,59;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;1166;13/12/2018;150;13/12/2018;0,3;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;1162;13/12/2018;130;13/12/2018;0,26;Liberado
47.508.411/0288-32;COMPANHIA BRASILEIRA DE DISTRIBUICAO;95034;13/12/2018;12,84;13/12/2018;0;Liberado
44.139.525/0001-88;MARCELANDIA MODAS LTDA;22966;13/12/2018;64,5;13/12/2018;0,31;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;1160;13/12/2018;220;13/12/2018;0,44;Liberado
23.359.259/0001-29;G3F COMERCIO DE ALIMENTOS LTDA;125485;13/12/2018;21;13/12/2018;145,32;Liberado
67.616.128/0002-36;MERCADINHO AYUMI LTDA;89328;13/12/2018;153,09;13/12/2018;11,48;Liberado
28.347.655/0001-50;LUCAS SILVA DA GRACA - ME;89367;13/12/2018;48,64;13/12/2018;0;Liberado
47.508.411/0288-32;COMPANHIA BRASILEIRA DE DISTRIBUICAO;204851;13/12/2018;55,07;13/12/2018;0;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA;176507;13/12/2018;393,84;13/12/2018;224,27;Liberado
03.919.234/0001-25;OLHO VIVO - NIPON ARTIGOS PARA FESTAS LT;22688;13/12/2018;97,4;15/01/2019;11,54;Liberado
60.780.483/0002-05;ULTRAPOPULAR - FARMACIA DROGAFACIL LTDA;124641;13/12/2018;5,15;11/01/2019;0,38;Liberado
56.158.777/0008-00;LIV-COMERCIO ATACADISTA E VAREJISTA DE;338341;13/12/2018;33,98;04/01/2019;0;Liberado
12.521.680/0001-78;LIMA VIEIRA COM.DE PRODUTOS ALIM.EM GERA;29844;13/12/2018;85,95;07/01/2019;0;Liberado
17.781.095/0001-20;PET CENTER TIQUATIRA NILZA LTDA -;11625;13/12/2018;298;14/02/2019;0,02;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA - 1;33576;13/12/2018;1800,66;13/12/2018;0;Liberado
